0,0154344
0,0147996
0,0153825
0,0158907
0,0170775
0,0090399
0,0125985
0,0118314
0,0131121
0,0141882
0,0122343
0,0111333
0,0128568
0,0133038
0,0116691
0,0115545
0,015336
0,0126252
0,0146508
0,0123762
0,009981
0,0097737
0,0099048
0,0122481
0,0100773
0,0091017
0,0122637
0,0118704
0,0187017
0,009117
0,0084018
0,0084816
0,0096429
0,0120318
0,0087309
0,0081648
0,0075345
0,009039599
0,0097458
0,0109593
0,0101781
0,0106704
0,0463764
0,0485511
0,050724
0,0584388
0,0542241
0,0580263
0,0531201
0,0533637
0,054753
0,0168768
0,0164538
0,0236388
0,018267
0,018597
0,0174162
0,0164055
0,0181746
0,0163314
0,0164988
0,0213777
0,0232545
0,0233058
0,0241341
0,0255594
0,0281802
0,0241467
0,0228477
0,0226425
0,02256
0,0250197
0,0231093
0,0226905
0,0228597
0,0228078
0,0232572
0,0262332
0,0258393
0,0227064
0,0227085
0,0238713
0,022929
0,0240195
0,0232278
0,0289149
0,0253884
0,0255213
0,0241245
0,0232032
0,0136563
0,0131097
0,0152982
0,0149493
0,0143466
0,0010755
0,0221295
0,01605
0,0194625
0,0284754
0,0177366
0,015993
0,0158439
0,01713
0,0187995
0,0170841
0,0216792
0,0213735
0,0197352
0,0217422
0,019725
0,0200247
0,0223644
0,025323
0,0197397
0,0194019
0,0191685
0,022143
0,0275292
0,0244152
0,0290205
0,0439617
0,0322467
0,0325383
0,0331347
0,0378018
0,0328968
0,037893
0,0216318
0,0231759
0,0226788
0,0240384
0,0272589
0,023631
0,0222315
0,0145953
0,0119688
0,0114486
0,0093915
0,0108201
0,0102555
0,0122811
0,0478923
0,0400503
0,0459228
0,0435051
0,012759
0,0433107
0,053286
0,048669
0,0121515
0,0109182
0,0099501
0,0107964
0,0105738
0,0095079
0,0134991
0,0147165
0,0102549
0,011802
0,0108696
0,0105327
0,0107148
0,0114225
0,0129948
0,0138141
0,0122181
0,0575739
0,0573558
0,0539295
0,0534453
0,0530721
0,0601911
0,0606051
0,06464399
0,0593421
0,0656415
0,0642501
0,0168702
0,0121635
0,0127425
0,0125277
0,0138519
0,014553
0,0121575
0,0127593
0,0156222
0,0137418
0,0129546
0,0138138
0,0141879
0,0137391
0,0139089
0,0144804
0,0148509
0,0141231
0,0159039
0,0150042
0,0176544
0,0150609
0,0146952
0,0165294
0,0138888
0,0140061
0,0150087
0,0142335
0,0151023
0,0108492
0,0114843
0,0111942
0,0104934
0,0113775
0,0116844
0,0158202
0,0117255
0,0136896
0,0106383
0,0113199
0,0103746
0,0098439
0,0113262
0,0112941
0,010896
0,0094689
0,0102408
0,0108819
0,0098226
0,009747
0,015153
0,06272911
0,0610131
0,0119124
0,0106896
0,0487932
0,0552321
0,0554619
0,0594252
0,0498591
0,0441777
0,0471642
0,043878
0,0443328
0,0479019
0,0488307
0,0560061
0,0481455
0,0482604
0,0494592
0,0491403
0,0477945
0,0555693
0,0474864
0,0493362
0,0471105
0,0489099
0,0504132
0,0521484
0,049209
0,0493545
0,0645867
0,0515775
0,0528609
0,0590979
0,0554793
0,0129975
