0,0091953
0,009328799
0,0108657
0,0102294
0,0122745
0,0113238
0,0126993
0,0126777
0,0125385
0,0133167
0,0153258
0,0137202
0,0129273
0,0167685
0,0129309
0,0129441
0,0149148
0,0149793
0,0125361
0,0112668
0,0125346
0,0140577
0,012981
0,0586392
0,0133425
0,0140256
0,0128373
0,0132642
0,0163311
0,0146931
0,0172515
0,014562
0,0652236
0,0654501
0,0681642
10.79831
10.89991
11.03698
11.13808
10.91817
17.01463
17.67361
33.2028
59.14713
63.81596
68.29298
63.49454
68.55838
68.77924
10.73631
11.03356
10.84468
12.70434
10.53111
10.65524
11.20618
11.40959
18.64777
33.94876
26.26801
39.29037
29.85553
44.16001
37.0331
44.96251
36.22845
55.79001
36.13206
11.16599
11.38925
10.76624
11.49725
11.40268
12.23203
10.9454
10.66491
11.00319
10.73087
10.9199
10.75093
10.90903
11.06543
11.18596
25.05685
23.34575
28.96703
33.41946
30.04817
43.41783
43.25009
52.22476
42.93704
49.16467
42.31238
50.01459
44.64005
49.30875
51.57748
57.19196
52.54788
65.86008
74.99072
62.59482
47.952
58.56241
56.60831
65.37595
69.04327
84.04776
74.34164
88.9082
81.8154
82.50003
81.03455
82.83936
69.24304
56.87891
56.67999
41.28064
52.62286
43.36121
53.33655
50.77222
58.82062
52.5705
66.09363
61.45813
68.38385
40.34509
11.28009
11.40045
20.18188
11.24536
11.35266
11.1582
11.47174
11.30457
16.04413
11.0979
33.86414
46.55975
61.25659
63.16724
60.01172
62.48413
44.06281
46.66382
31.03186
55.99158
25.33264
13.51123
10.70471
11.13135
12.98169
11.16956
10.7937
11.01953
15.2627
10.9325
65.57922
76.04382
46.70837
41.86829
36.46802
12.29688
11.69934
19.4978
20.39941
22.49756
42.30176
41.69897
51.89746
48.89917
52.19958
49.50171
55.4989
52.49524
63.90027
57.59558
64.79919
46.203
44.40356
25.49939
17.70264
13.80188
10.79932
11.39941
21.89978
29.70337
38.69934
30.89929
20.99927
26.10303
17.70081
11.70068
10.7111
10.94457
10.79723
10.79432
23.18285
10.8437
11.02832
14.58366
16.38667
22.68977
10.69177
19.05472
25.64438
31.29626
24.18015
47.48407
39.98331
48.80383
43.23572
44.43503
62.5444
55.46469
53.73343
58.69299
55.44891
71.62769
95.00458
107.325
98.64008
105.6698
115.1254
111.2861
129.0698
126.516
133.7242
138.7791
137.4095
143.6266
141.91
122.7719
101.2794
88.89691
88.4411
74.33875
45.88928
19.21252
10.62268
10.68127
10.82562
11.0014
10.77246
12.38434
10.77643
36.74463
52.21185
46.89935
29.36694
26.23267
11.17105
10.36816
10.69706
11.02359
10.67751
10.98049
15.80612
13.04184
18.33873
31.42804
47.36615
60.63629
56.10011
67.58293
71.65366
67.41556
96.94287
99.85129
100.4516
116.0513
103.4037
121.1898
112.0075
118.8767
115.0883
153.7408
148.4927
151.5675
146.5865
144.2919
134.5985
141.0033
141.649
145.472
142.5402
155.8561
158.2657
162.7296
163.857
121.9875
55.9729
65.33063
65.35181
65.47235
66.19159
63.48047
62.84198
75.86273
83.375
85.29608
88.87146
92.30304
83.32813
100.3448
86.19244
88.57813
93.70001
98.72247
111.6602
107.1022
118.1625
119.9756
131.1143
117.1578
120.9365
102.6608
119.6496
123.4554
117.4661
122.9874
119.1149
123.9313
129.6577
142.598
136.8398
138.3144
145.0577
146.7755
129.7121
136.1663
130.7903
136.793
135.9823
140.6394
136.465
131.6639
143.6284
149.9158
144.5526
148.7992
152.5667
142.4623
10.65706
10.65701
10.60817
10.74057
10.72786
10.64453
10.67952
10.9202
10.69199
11.89259
10.7036
10.72849
10.69171
10.82529
10.70413
10.88376
10.60779
10.91949
10.70245
11.5488
11.16489
10.96625
10.72604
11.02274
11.9162
14.83258
17.78375
22.17706
29.13647
25.3913
26.18805
22.95776
28.48981
53.52216
48.26367
60.0517
64.19421
53.62
56.1991
53.45966
54.02496
48.01337
50.21851
37.62079
19.1178
24.2666
10.75165
10.9314
10.75208
12.66071
10.65631
10.78741
10.95557
10.75275
21.57501
34.71521
49.6781
10.69255
10.72789
10.95581
10.81598
11.03717
24.55154
16.17723
10.84784
10.94484
10.71622
11.16055
10.66733
11.0303
10.70782
10.89465
10.66855
11.04303
14.17072
11.10925
10.78824
10.78839
10.70654
10.97949
18.02283
14.68719
25.53729
24.19238
25.45154
10.77716
10.67889
10.66803
10.62115
11.14777
20.05457
18.8031
24.09424
26.37408
27.25098
34.45032
30.28809
42.46863
32.8078
38.93964
28.09204
23.448
29.7019
25.69153
24.46576
24.05963
22.76337
17.30542
10.99268
10.92065
11.06488
10.76373
